Number,  Location,  Area,  Price,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
2502,Kibagabaga, sqm,63 000 000  Rwf,4.0,3.0,,Yes,,,
2503,Kibagabaga, sqm,95 000 000  Rwf,4.0,3.0,,,,,Yes
2504,Kibagabaga,25/35 m,85 000 000  Rwf,4.0,1.0,,,,Yes,Yes
2505,Kigalikibagabag, sqm,120 000 000  Rwf,5.0,4.0,,,,,
2506,Kabuga,20/25 m,27 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2507,Kabuga,20/30 m,37 000 000  Rwf,,1.0,,,,,Yes
2508,Kanombe,20/20 m,53 000 000  Rwf,4.0,3.0,,,,,
2509,Kicukiro,25/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2510,Kibagabaga, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2511,Kiyovu,30/35 m,60 000 000  Rwf,4.0,3.0,,,,,Yes
2512,Kibagabaga, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2513,Kimironko,30/25 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
2514,, sqm,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2515,Gikondo,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
2516,Remera, sqm,42 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2517,Kimironko,25/20 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2518,Gacuriro, sqm,200 000 000  Rwf,4.0,4.0,Yes,Yes,Yes,Yes,Yes
2519,Kimihurura, sqm,40 000 000  Rwf,4.0,3.0,,,,,Yes
2520,Gikondo,25/30 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
2521,Kibagabaga, sqm,70 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,
2522,Kagugu,20/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2523,,20/30 m,nan Negotiable,4.0,3.0,,,,,
2524,Airport,400 sqm,18 000 000  Rwf,3.0,1.0,,,,,Yes
2525,Kanombe, sqm,50 000 000  Rwf,3.0,2.0,,Yes,,,
2526,Kicukiro, sqm,650 000 000  Rwf,4.0,3.0,,,Yes,Yes,Yes
2527,Kicukiro,22/18 m,18 000 000  Rwf,3.0,,,,,,
2528,Kabeza,25/30 m,250 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2529,, sqm,28 000 000  Rwf,4.0,3.0,,,,Yes,
2530,Kibagabaga, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2531,Karuruma,30/40 m,80 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2532,Ndera,999 sqm,218 000 000  Rwf,,,,,,,Yes
2533,Kibagabaga, sqm,150 000 000  Rwf,5.0,,,,,,
2534,Kacyiru,20/20 m,60 000 000  Rwf,4.0,2.0,,,,,
2535,Masaka, sqm,28 000 000  Rwf,4.0,,,,,,
2536,Kibagaba, sqm,110 000 000  Rwf,4.0,3.0,,Yes,,,
2537,Kimironko,20/25 m,34 000 000  Rwf,2.0,2.0,Yes,Yes,Yes,Yes,
2538,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2539,Kibagabaga,20/30 m,61 000 000  Rwf,4.0,3.0,,,,,
2540,Kimironko,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2541,Nyarutarama, sqm,200 000 000  Rwf,4.0,4.0,Yes,,Yes,Yes,Yes
2542,Masaka,35/30 m,30 000 000  Rwf,,1.0,,,,Yes,Yes
2543,Kimiromko, sqm,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2544,Kicukiro,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2545,Kimironko,28/38 m,38 000 000  Rwf,,,,,,,
2546,Kimironko,30/30 m,130 000 000  Rwf,5.0,4.0,,,,,
2547,Gacuriro, sqm,120 000 000  Rwf,3.0,1.0,,Yes,,,
2548,Kimironko,30/25 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
2549,Kibagabaga, sqm,63 000 000  Rwf,4.0,3.0,,Yes,,,
2550,Gisozi,25/25 m,30 000 000  Rwf,3.0,2.0,,,,Yes,Yes
2551,Remera, sqm,80 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2552,Kibagabaga, sqm,200 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2553,Kabeza,25/20 m,38 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2554,Gacuriro,750 sqm,35 000 000  Rwf,,,,,,,
2555,Kimironko,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2556,Kanombe,25/30 m,47 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2557,Kibagabaga, sqm,250 000 000  Rwf,6.0,5.0,,,Yes,Yes,
2558,, sqm,25 000 000  Rwf,4.0,2.0,,,,Yes,
2559,Kimironko,25/30 m,55 000 000  Rwf,4.0,3.0,,,,,
2560,Kacyiru, sqm, 2 000 $,,,,,,,
2561,Kabuga,25/30 m,30 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2562,Kibagabaga, sqm,180 000 000  Rwf,,1.0,,Yes,Yes,Yes,Yes
2563,,20/30 m,220 000 000  Rwf,6.0,5.0,,,,,Yes
2564,,30/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,
2565,Gasogi,30/25 m,42 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2566,Gacuriro,25/30 m,50 000 000  Rwf,,,,,,,
2567,Gacuriro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2568,Kanombe,25/20 m,52 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2569,Kwirebero,15/20 m,6 000 000  Rwf,,,,,,,
2570,Kanombe, sqm,38 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2571,,30/20 m,60 000 000  Rwf,5.0,3.0,,,,Yes,Yes
2572,Kimironko,20/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2573,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2574,Kibagabaga,20/15 m,53 000 000  Rwf,4.0,3.0,,,,Yes,
2575,Kanombe,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2576,Kagugu,30/35 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2577,Kicukiro,20/30 m,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2578,Kibagabaga,25/30 m,115 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2579,Kimironko,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2580,Kinyinya, sqm,70 000 000  Rwf,4.0,2.0,,Yes,Yes,Yes,
2581,Kimironko, sqm,55 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2582,,18/25 m,48 000 000  Rwf,4.0,3.0,,,,Yes,
2583,Kabeza,25/25 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2584,Kabeza,20/30 m,60 000 000  Rwf,4.0,3.0,,,,,Yes
2585,Gacuriro, sqm,85 000 000  Rwf,4.0,3.0,,,,Yes,
2586,Kicukiro,30/30 m,85 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2587,Kigugu, sqm,120 000 000  Rwf,4.0,3.0,,Yes,,Yes,
2588,Kibagabaga, sqm,115 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,
2589,Kibagabaga,20/25 m,55 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,
2590,Karembure, sqm,25 000 000  Rwf,,,,,,,
2591,Kibagabaga,30/30 m,160 000 000  Rwf,,1.0,,,,Yes,Yes
2592,Kanombe,30/25 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2593,Kimironko,20/30 m,80 000 000  Rwf,4.0,3.0,,,,,
2594,Kanombe,30/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2595,Kibagabaga, sqm,110 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2596,Gikondo, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
2597,Kanombe,25/30 m,13 000 000  Rwf,3.0,,,,,,Yes
2598,Kabuga,25/30 m,25 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2599,Kibagabaga, sqm,25 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
2600,Rusheshe, sqm,nan Negotiable,,,,,,,
2601,Kibagabaga,500 sqm,60 000 000  Rwf,5.0,4.0,,,Yes,,Yes
2602,Kicukiro, sqm,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2603,Kinyinya,20/30 m,nan Negotiable,,,,,,,
2604,Rdb,1310 sqm,150 000 000  Rwf,4.0,2.0,,Yes,,Yes,
2605,Kagugu,20/30 m,85 000 000  Rwf,5.0,3.0,,,,Yes,Yes
2606,,30/20 m,47 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2607,,30/20 m,120 000 000  Rwf,5.0,4.0,,Yes,,Yes,Yes
2608,Kimironko,25/30 m,45 000 000  Rwf,3.0,2.0,,,,,Yes
2609,Kanombe,25/30 m,10 000 000  Rwf,4.0,0.0,,,,Yes,Yes
2610,Kanombe,25/20 m,52 000 000  Rwf,,1.0,,,,Yes,Yes
2611,Kanombe,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2612,Kagarama, sqm,90 000 000  Rwf,4.0,3.0,,Yes,,,
2613,Kimironko,30/25 m,130 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2614,Nibonyi,20/25 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2615,Kibagabaga,25/20 m,160 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,
2616,Kabeza, sqm,30 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2617,Kanombe,20/20 m,53 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2618,Kibagabaga,35/30 m,140 000 000  Rwf,6.0,4.0,,,,Yes,Yes
2619,Kabeza,30/30 m,250 000 000  Rwf,4.0,4.0,,,,Yes,Yes
2620,Kicukiro, sqm,45 000 000  Rwf,4.0,2.0,,Yes,,Yes,
2621,Kimironko,25/20 m,140 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2622,Kimironko,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2623,Kanombe,25/25 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2624,Zindiro,20/20 m,53 000 000  Rwf,4.0,3.0,,,,,Yes
2625,Kicukiro,1300 sqm,211 000 000  Rwf,5.0,5.0,,,,Yes,Yes
2626,Gisozi,1300 sqm,230 000 000  Rwf,6.0,6.0,,,,Yes,Yes
2627,Kibagabaga, sqm,25 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
2628,Kabeza,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
2629,Kicukiro, sqm,43 000 000  Rwf,4.0,2.0,,Yes,,Yes,
2630,Kicukiro, sqm,80 000 000  Rwf,4.0,3.0,,,,,Yes
2631,,30/20 m,68 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2632,Ndera,30/40 m,28 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2633,Kimironko, sqm,65 000 000  Rwf,4.0,1.0,,,,,
2634,Kicukiro,25/30 m,95 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2635,Kimironko,25/30 m,125 000 000  Rwf,4.0,3.0,,,,Yes,
2636,Kanombe, sqm,40 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2637,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2638,Kabeza,30/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2639,Kimironko,30/20 m,45 000 000  Rwf,3.0,,,,,,Yes
2640,,35/30 m,35 000 000  Rwf,4.0,2.0,,,,Yes,Yes
2641,Kanombe,25/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2642,Gacuriro, sqm,80 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2643,Nyarutarama, sqm, 75 000 $,2.0,2.0,,,,,
2644,Kanombe, sqm,10 000 000  Rwf,3.0,1.0,,,,,
2645,, sqm,45 000 000  Rwf,4.0,3.0,,,,,Yes
2646,Kibagabaga,20/25 m,160 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2647,Kimironko,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2648,Kanombe,25/30 m,35 000 000  Rwf,4.0,3.0,,,,Yes,
2649,Kimironko, sqm,160 000 000  Rwf,5.0,4.0,,,,,Yes
2650,Kimironko,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2651,Kimironko,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2652,, sqm,25 000 000  Rwf,4.0,1.0,,,,Yes,Yes
2653,Gacuriro,35/30 m,160 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2654,Kabuga,25/20 m,27 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2655,Kicukiro,20/25 m,40 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2656,Kimironko,25/35 m,60 000 000  Rwf,4.0,3.0,,,,Yes,
2657,Kanombe, sqm,60 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
2658,Kimiromko, sqm,120 000 000  Rwf,5.0,3.0,,,,Yes,Yes
2659,Kanombe,25/25 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2660,Gisozi,35/35 m,350 000 000  Rwf,,1.0,Yes,,,Yes,Yes
2661,Kimironko,300 sqm,9 000 000  Rwf,,,,,,,
2662,Kimironko, sqm,60 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2663,Kimironko, sqm,90 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
2664,Kibagabaga,30/30 m,140 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2665,Kibagabaga,25/30 m,80 000 000  Rwf,4.0,3.0,,,,,
2666,Remera, sqm,41 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2667,Remera, sqm,53 000 000  Rwf,4.0,3.0,,,,,
2668,Kimironko, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
2669,Kimironko,1500 sqm,90 000 000  Rwf,,,,,,Yes,Yes
2670,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2671,Kimironko, sqm,85 000 000  Rwf,4.0,3.0,,Yes,,Yes,
2672,Kabeza, sqm,60 000 000  Rwf,4.0,3.0,,,,,
2673,,600 sqm,30 000 000  Rwf,4.0,2.0,,,Yes,,Yes
2674,Gisozi,25/30 m,37 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2675,Fawe,20/35 m,13 500 000  Rwf,,,,,,,Yes
2676,Kibagabaga, sqm,180 000 000  Rwf,,1.0,,Yes,Yes,Yes,Yes
2677,,800 sqm,35 000 000  Rwf,4.0,1.0,,,,,
2678,Kagugu, sqm,80 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2679,Kanombe,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2680,Kibagabaga,20/25 m,130 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2681,Kimironko, sqm,60 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2682,Urwego,1200 sqm,150 000 000  Rwf,6.0,4.0,,,,Yes,Yes
2683,Kanombe,20/30 m,43 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2684,Kibagabaga,20/30 m,250 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2685,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,
2686,Gikondo,20/30 m,200 000 000  Rwf,8.0,6.0,,,,,
2687,,22/20 m,8 000 000  Rwf,3.0,1.0,,,,,
2688,Nyamata,30/24 m,18 000 000  Rwf,4.0,1.0,,,,,
2689,Kanombe,30/30 m,55 000 000  Rwf,,2.0,,,,,Yes
2690,Kibagabaga, sqm,160 000 000  Rwf,4.0,4.0,,,Yes,Yes,Yes
2691,Kibagabaga, sqm,110 000 000  Rwf,4.0,3.0,,Yes,,,
2692,Kimironko,25/20 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
2693,Kinyinya,25/30 m,65 000 000  Rwf,4.0,3.0,,,,,Yes
2694,Kanombe,20/25 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2695,Kibagabaga,20/25 m,57 000 000  Rwf,5.0,4.0,,,,,
2696,, sqm,53 000 000  Rwf,4.0,3.0,,,,,
2697,Kimironko, sqm,125 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2698,Kabeza, sqm,33 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2699,,25/30 m,250 000 000  Rwf,5.0,4.0,,,,Yes,
2700,, sqm,130 000 000  Rwf,4.0,3.0,,Yes,,Yes,
2701,Gacuriro,750 sqm,35 000 000  Rwf,,,,,,,
2702,Kanombe,25/30 m,35 000 000  Rwf,4.0,3.0,,,,Yes,
2703,Niboyi,30/30 m,95 000 000  Rwf,4.0,3.0,,,,,Yes
2704,Kimironko,28/30 m,150 000 000  Rwf,4.0,4.0,,,,Yes,Yes
2705,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2706,Kinyinya,20/30 m,40 000 000  Rwf,4.0,3.0,,,,,Yes
2707,Kanombe,25/30 m,80 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2708,Kicukiro,35/40 m,120 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2709,Kibagabaga,25/30 m,120 000 000  Rwf,4.0,4.0,,,,Yes,Yes
2710,Kicukiro,20/30 m,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2711,Kibagabaga,25/30 m,55 000 000  Rwf,5.0,3.0,,,,Yes,Yes
2712,Kanombe, sqm,38 000 000  Rwf,4.0,3.0,,Yes,,,
2713,Nyarutarama,30/35 m,450 000 000  Rwf,6.0,5.0,Yes,,,Yes,Yes
2714,Kabuga, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
2715,Kanombe, sqm,53 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2716,,20/30 m,nan Negotiable,4.0,3.0,,,,,
2717,,30/20 m,120 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
2718,Kibagabaga,25/35 m,100 000 000  Rwf,4.0,1.0,,,,Yes,Yes
2719,Kanombe,25/20 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
2720,Kibagabaga,20/30 m,80 000 000  Rwf,4.0,3.0,,,,,
2721,Kicukiro,20/22 m,45 000 000  Rwf,4.0,3.0,,,,,
2722,Kimiromko, sqm,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2723,Kanombe,20/35 m,65 000 000  Rwf,5.0,3.0,,,,,
2724,Gisozi, sqm,20 000 000  Rwf,4.0,1.0,Yes,Yes,Yes,Yes,Yes
2725,Kibagabaga,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2726,Kibagabaga,28/30 m,80 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2727,Kanombe,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2728,Gacuriro, sqm,95 000 000  Rwf,4.0,3.0,,,,Yes,
2729,Kicukiro,20/30 m,35 000 000  Rwf,,1.0,,,,,Yes
2730,Gikondo, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2731,Kanombe,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2732,Remera, sqm,35 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2733,Kanombe, sqm,60 000 000  Rwf,4.0,3.0,,Yes,Yes,Yes,Yes
2734,Kanombe,20/25 m,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2735,Kimironko,25/30 m,45 000 000  Rwf,3.0,2.0,,,,,Yes
2736,Kibagabaga, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2737,Kimironko,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2738,Kinyinya,25/35 m,55 000 000  Rwf,4.0,1.0,,,,Yes,Yes
2739,Gatenga, sqm,35 000 000  Rwf,4.0,2.0,,,,,
2740,Kacyiru,30/30 m,60 000 000  Rwf,4.0,2.0,,,,,
2741,Kacyiru,20/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2742,,18/20 m,9 000 000  Rwf,,,,,,,
2743,Nyamata, sqm,22 000 000  Rwf,4.0,3.0,,Yes,,,
2744,Kanombe,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
2745,Kabeza,15/20 m,26 000 000  Rwf,,,,,,,
2746,Kibagabaga,25/30 m,65 000 000  Rwf,5.0,3.0,,,,Yes,Yes
2747,Nyamata,30/30 m,24 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2748,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
2749,Nyamata, sqm,31 000 000  Rwf,4.0,3.0,,,Yes,,Yes
2750,Kanombe,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2751,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2752,Gacuriro,25/25 m,300 000 000  Rwf,4.0,5.0,,,,Yes,Yes
2753,Kabeza, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
2754,Kagugu,30/25 m,85 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2755,Kabeza,25/30 m,45 000 000  Rwf,4.0,3.0,,,,,
2756,Kibagabaga, sqm,180 000 000  Rwf,4.0,3.0,,,,Yes,
2757,Kanombe,20/30 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2758,Kabuga, sqm,25 000 000  Rwf,4.0,3.0,,Yes,,,
2759,, sqm,100 000 000  Rwf,4.0,3.0,Yes,,Yes,Yes,
2760,, sqm,80 000 000  Rwf,4.0,3.0,,Yes,,,
2761,Kicukiro, sqm,45 000 000  Rwf,,1.0,,,,Yes,Yes
2762,, sqm,27 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2763,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,,
2764,Kanombe,30/20 m,15 000 000  Rwf,,,,,,,
2765,,20/30 m,160 000 000  Rwf,4.0,4.0,,,,Yes,
2766,Kibagabaga,25/30 m,55 000 000  Rwf,5.0,3.0,,,,Yes,Yes
2767,Gacuriro,25/30 m,250 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2768,Gikondo,25/30 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
2769,Kanombe,20/25 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
2770,Kicukiro,35/30 m,100 000 000  Rwf,,1.0,,,,Yes,Yes
2771,Kibagabaga,30/25 m,95 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2772,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,,Yes,,,
2773,Kicukiro,25/25 m,38 000 000  Rwf,,1.0,,,,Yes,Yes
2774,Kagugu,20/30 m,85 000 000  Rwf,5.0,3.0,,,,Yes,Yes
2775,Kagarama,25/30 m,58 000 000  Rwf,4.0,3.0,,,,Yes,
2776,Kanombe,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2777,Kibagabaga,30/25 m,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2778,Karembure, sqm,25 000 000  Rwf,4.0,1.0,,,,Yes,Yes
2779,Kabeza,30/20 m,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2780,Kibagabaga, sqm,150 000 000  Rwf,4.0,3.0,,,,Yes,
2781,Kicukiro,20/30 m,27 000 000  Rwf,,,,,,,
2782,Kanombe, sqm,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2783,Kicukiro,30/25 m,60 000 000  Rwf,4.0,2.0,,,,,Yes
2784,Kimironko, sqm,25 000 000  Rwf,,,,,,,
2785,Kimironko, sqm,65 000 000  Rwf,4.0,3.0,,Yes,,Yes,
2786,Kacyiru, sqm,130 000 000  Rwf,5.0,3.0,,Yes,,,
2787,Nyarutarama, sqm,260 000 000  Rwf,4.0,1.0,,Yes,,,
2788,Nyamata,20 sqm,8 500 000  Rwf,,,,,,,
2789,, sqm,150 000 000  Rwf,4.0,4.0,,,,Yes,Yes
2790,Remera, sqm,30 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
2791,Caise, sqm,130 000 000  Rwf,5.0,3.0,,,,,
2792,, sqm,65 000 000  Rwf,5.0,3.0,,Yes,,,
2793,Kagarama, sqm,50 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2794,Masaka,25/30 m,45 000 000  Rwf,,1.0,,,,Yes,Yes
2795,Gahanga, sqm,25 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2796,Kanombe,25/30 m,40 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2797,Kibagabaga,20/25 m,180 000 000  Rwf,5.0,4.0,,,,,Yes
2798,Remera,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2799,Kabeza, sqm,55 000 000  Rwf,4.0,3.0,,,,,
2800,Kanombe, sqm,350 000  Rwf,4.0,3.0,,Yes,,,
2801,, sqm,55 000 000  Rwf,4.0,3.0,,,,Yes,
2802,Kanombe,25/30 m,58 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2803,,800 sqm,35 000 000  Rwf,4.0,1.0,,,,,
2804,Kanombe,25/25 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2805,Kibagabaga,25/20 m,25 000 000  Rwf,4.0,1.0,Yes,Yes,Yes,,Yes
2806,Kimironko,25/35 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2807,Masaka, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
2808,S,700 sqm,165 000 000  Rwf,5.0,4.0,,,,Yes,
2809,, sqm,100 000 000  Rwf,4.0,3.0,Yes,,Yes,Yes,
2810,Gisimenti, sqm,80 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2811,Kimironko, sqm,60 000 000  Rwf,4.0,,,,,,
2812,Kibagabaga,25/30 m,150 000 000  Rwf,5.0,5.0,,,,Yes,Yes
2813,Kanombe,25/25 m,40 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2814,Kanombe,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2815,Muyumbu, sqm,22 000 000  Rwf,4.0,1.0,,,,,Yes
2816,,30/20 m,68 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2817,,25/30 m,140 000 000  Rwf,5.0,4.0,,,,Yes,
2818,Kimironko, sqm,50 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2819,Kibagabaga, sqm,90 000 000  Rwf,4.0,,,,,,
2820,Kanombe, sqm,38 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2821,Kanombe,25/30 m,13 000 000  Rwf,3.0,,,,,,Yes
2822,Kanombe,20/30 m,43 000 000  Rwf,4.0,3.0,,,,,
2823,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
