Number,  Location,  Area,  Price,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
2824,Gisozi,25/30 m,150 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2825,Gacuriro,30/25 m,300 000 000  Rwf,4.0,5.0,,,,Yes,Yes
2826,Kibagaba, sqm,110 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
2827,Kabuga,25/30 m,35 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2828,Gikondo,30/30 m,70 000 000  Rwf,4.0,2.0,,,,,Yes
2829,Kimironko, sqm,140 000 000  Rwf,4.0,4.0,Yes,Yes,Yes,Yes,
2830,Kanombe,25/25 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2831,Kagarama, sqm,90 000 000  Rwf,4.0,3.0,,Yes,,,
2832,, sqm,30 000 000  Rwf,,,,,,,
2833,Kicukiro, sqm,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2834,Kibagabaga,20/25 m,170 000 000  Rwf,5.0,4.0,,,,,Yes
2835,, sqm,170 000 000  Rwf,5.0,5.0,Yes,,Yes,,
2836,Kimironko, sqm,55 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,Yes
2837,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
2838,Kanombe,25/20 m,45 000 000  Rwf,,1.0,,,,Yes,Yes
2839,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2840,Kanombe,20/30 m,38 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2841,Kanombe, sqm,10 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2842,Kabeza,20/30 m,30 000 000  Rwf,4.0,1.0,,,,,
2843,Remera, sqm,42 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2844,Kabeza,25/20 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2845,Gacuriro,30/25 m,110 000 000  Rwf,4.0,4.0,,,,Yes,Yes
2846,Kabuga,20/30 m,35 000 000  Rwf,4.0,2.0,,,,,Yes
2847,Kibagabaga, sqm,110 000 000  Rwf,4.0,3.0,,Yes,,,
2848,Kibagabaga,20/30 m,130 000 000  Rwf,5.0,3.0,,,,,
2849,Kanombe,25/20 m,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2850,Kanombe, sqm,28 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
2851,Kanombe,20/30 m,35 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2852,Kanombe,20/25 m,40 000 000  Rwf,,1.0,,,,Yes,Yes
2853,Rugende,945 sqm,28 500 000  Rwf,5.0,3.0,,,,,
2854,Kacyiru, sqm,130 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2855,Kanombe,25/35 m,12 000 000  Rwf,,,,,,,Yes
2856,Remera, sqm,60 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2857,, sqm,7 000 000  Rwf,,,,,,,
2858,Kanombe, sqm,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2859,Masaka, sqm,25 000 000  Rwf,3.0,1.0,,,,Yes,Yes
2860,, sqm,100 000 000  Rwf,4.0,3.0,Yes,,Yes,Yes,
2861,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2862,Kagugu, sqm,115 000 000  Rwf,4.0,3.0,,Yes,,Yes,
2863,Gacuriro,20/30 m,35 000 000  Rwf,4.0,2.0,,,,,
2864,Kimironko,25/30 m,140 000 000  Rwf,4.0,4.0,,,,Yes,Yes
2865,Kicukiro, sqm,55 000 000  Rwf,4.0,3.0,,,Yes,Yes,
2866,Rusororo, sqm,150 000 000  Rwf,4.0,3.0,,Yes,,,
2867,Kanombe, sqm,80 000 000  Rwf,,3.0,Yes,Yes,Yes,Yes,Yes
2868,Kanombe,30/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2869,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2870,Fawe,20/35 m,13 500 000  Rwf,,,,,,,Yes
2871,Kianombe,25/30 m,52 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2872,Kacyiru,1000 sqm,150 000 000  Rwf,4.0,1.0,,Yes,Yes,,
2873,Kibagabaga,20/25 m,130 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2874,Kagugu,600 sqm,90 000 000  Rwf,4.0,3.0,,,Yes,,Yes
2875,Kicukiro,20/15 m,25 000 000  Rwf,,,,,,,
2876,Rdb,1444 sqm,140 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2877,Kimironko,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2878,Kamonyi, sqm,28 000 000  Rwf,4.0,1.0,,,,Yes,Yes
2879,Kabuga, sqm,30 000 000  Rwf,3.0,2.0,,,Yes,,
2880,Kibagabaga, sqm,110 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2881,Gisozi, sqm,19 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2882,Gacuriro,25/30 m,45 000 000  Rwf,4.0,3.0,,,,,
2883,Masaka, sqm,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2884,Kicukiro, sqm,90 000 000  Rwf,4.0,3.0,,Yes,,,
2885,Remera,25/30 m,30 000 000  Rwf,3.0,2.0,,,,Yes,Yes
2886,Kabeza, sqm,34 000 000  Rwf,4.0,3.0,,Yes,,,
2887,Kibagabaga,30/25 m,140 000 000  Rwf,5.0,4.0,,,,Yes,Yes
2888,Remera, sqm,41 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2889,Kanombe, sqm,8 000 000  Rwf,4.0,3.0,,Yes,,,
2890,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2891,, sqm,35 000 000  Rwf,4.0,2.0,,,,Yes,
2892,Kanombe, sqm,48 000 000  Rwf,4.0,3.0,,Yes,,,
2893,Kabuga,25/30 m,45 000 000  Rwf,,1.0,,,,Yes,Yes
2894,,20/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2895,Kicukiro,30/20 m,65 000 000  Rwf,4.0,2.0,Yes,,,Yes,Yes
2896,Gacuriro,30/30 m,300 000 000  Rwf,5.0,5.0,,,,Yes,Yes
2897,Kimironko,20/30 m,38 000 000  Rwf,4.0,3.0,,,,,
2898,Kicukiro,25/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2899,Kimironko,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2900,Gacuriro,30/20 m,120 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2901,Kibagabaga,20/30 m,85 000 000  Rwf,4.0,3.0,,,,,
2902,Kabeza, sqm,25 000 000  Rwf,4.0,3.0,,Yes,,,
2903,Kanombe,25/20 m,47 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2904,Kimironko, sqm,52 000 000  Rwf,4.0,3.0,,Yes,,,
2905,Gisozi, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
2906,Kabuga,25/20 m,10 000 000  Rwf,4.0,1.0,Yes,Yes,Yes,Yes,Yes
2907,Kinyinya,20/30 m,180 000 000  Rwf,4.0,3.0,,,,,
2908,Kagarama,20/30 m,48 000 000  Rwf,4.0,3.0,,,,Yes,
2909,Kanombe, sqm,52 000 000  Rwf,4.0,3.0,,Yes,,,
2910,Kicukiro,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2911,Kagugu,30/40 m,65 000 000  Rwf,5.0,2.0,,,,Yes,Yes
2912,Kabuga,15/20 m,35 000 000  Rwf,4.0,2.0,,,,Yes,Yes
2913,,20/16 m,45 000 000  Rwf,4.0,2.0,,,,,
2914,,500 sqm, 18 000 000 $,,,,,,Yes,
2915,Kabeza, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,Yes,
2916,Gisozi,25/30 m,42 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2917,Kabuga, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
2918,Kimironko, sqm,85 000 000  Rwf,7.0,4.0,,,,Yes,
2919,Kagarama,600 sqm,70 000 000  Rwf,4.0,3.0,,,,,
2920,Gisozi, sqm,30 000 000  Rwf,,,,,,,
2921,Kimironko,30/30 m,130 000 000  Rwf,6.0,5.0,,,,Yes,Yes
2922,Kabeza,30/40 m,25 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2923,Gacuriro, sqm,250 000 000  Rwf,4.0,3.0,,Yes,,,
2924,Kimihurura,25/35 m,150 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2925,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,4.0,,,,Yes,Yes
2926,Kimironko,25/30 m,80 000 000  Rwf,7.0,6.0,,,,Yes,Yes
2927,Kicukiro,25/30 m,160 000 000  Rwf,,1.0,,,,Yes,Yes
2928,Kanombe,20/30 m,10 000 000  Rwf,4.0,0.0,,,,Yes,Yes
2929,Kimironko, sqm,85 000 000  Rwf,4.0,3.0,,,Yes,Yes,
2930,Bugesera,13003 sqm,25 000 000  Rwf,13003.0,2.0,,,,,
2931,Kanombe,28/30 m,53 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2932,Nyarutarama,20/30 m,160 000 000  Rwf,4.0,4.0,Yes,,,,Yes
2933,Nyamata,20 sqm,8 500 000  Rwf,,,,,,,
2934,Kibagabaga,30/30 m,130 000 000  Rwf,5.0,4.0,,,,,
2935,Kicukiro,30/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2936,,20/30 m,nan Negotiable,4.0,3.0,Yes,Yes,Yes,Yes,
2937,Rdb,1310 sqm,150 000 000  Rwf,4.0,2.0,,Yes,,Yes,
2938,Kibagabaga,25/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2939,Kibagabaga,15/20 m,10 000 000  Rwf,,,,,,,
2940,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2941,Kibagabaga,20/30 m,65 000 000  Rwf,4.0,3.0,,,,,
2942,Kimironko, sqm,150 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2943,Kabeza, sqm,60 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
2944,,20/15 m,22 000 000  Rwf,4.0,3.0,,,,,
2945,Kibagabaga,30/20 m,65 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
2946,Kicukiro, sqm,75 000 000  Rwf,4.0,3.0,,,Yes,Yes,
2947,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2948,,25/30 m,55 000 000  Rwf,,,,,,,
2949,, sqm,55 000 000  Rwf,3.0,3.0,,Yes,,,
2950,Modern,1080 sqm,52 000 000  Rwf,3.0,2.0,,,,Yes,
2951,Kanombe,25/30 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2952,Gisozi, sqm,25 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2953,Gacuriro,30/25 m,120 000 000  Rwf,4.0,4.0,,,,Yes,Yes
2954,Gacuriro,25/25 m,300 000 000  Rwf,4.0,5.0,,,,Yes,Yes
2955,,30/20 m,52 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2956,Kanombe, sqm,50 000 000  Rwf,4.0,3.0,,,,Yes,
2957,Masaka,30/20 m,43 000 000  Rwf,4.0,3.0,,,,Yes,
2958,Kanombe, sqm,55 000 000  Rwf,4.0,3.0,,,,,Yes
2959,,22/25 m,120 000 000  Rwf,5.0,3.0,,,,Yes,
2960,Kanombe, sqm,53 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2961,,30/20 m,35 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
2962,Kabeza, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
2963,Kibagabaga,20/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2964,Kanombe,40/60 m,80 000 000  Rwf,5.0,5.0,,,,Yes,Yes
2965,Gisozi, sqm,30 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2966,Kabuga, sqm,30 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
2967,Kanombe,20/20 m,62 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2968,Gasaraba,25/30 m,50 000 000  Rwf,4.0,3.0,Yes,,,,Yes
2969,,30/20 m,120 000 000  Rwf,5.0,4.0,,Yes,,Yes,Yes
2970,Kimironko, sqm,55 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2971,Gacuriro, sqm,160 000 000  Rwf,4.0,3.0,,Yes,,Yes,
2972,Kimironko,30/30 m,130 000 000  Rwf,5.0,4.0,,,,,
2973,Gasabo, sqm,24 000 000  Rwf,,1.0,,,,,
2974,Kanombe,25/23 m,43 000 000  Rwf,4.0,2.0,,,,Yes,Yes
2975,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2976,Niboyi, sqm,75 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
2977,Kimironko,25/30 m,32 000 000  Rwf,5.0,2.0,,,,Yes,Yes
2978,Kanombe,25/30 m,58 000 000  Rwf,,1.0,,,,Yes,Yes
2979,Kabeza, sqm,38 000 000  Rwf,4.0,3.0,,Yes,,,
2980,Kicukiro, sqm,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2981,Kicukiro, sqm,170 000 000  Rwf,6.0,5.0,,Yes,,,
2982,Gacuriro, sqm,250 000 000  Rwf,4.0,3.0,,Yes,,,
2983,Kanombe,25/25 m,45 000 000  Rwf,,1.0,,,,Yes,Yes
2984,Kibagabaga, sqm,110 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2985,Kanombe,25/30 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
2986,Karuruma,700 sqm,19 000 000  Rwf,,2.0,,,,,
2987,Kacyiru,5000 sqm, 15 000 000 $,51.0,,,,,,
2988,Kicukiro, sqm,75 000 000  Rwf,4.0,3.0,,,Yes,Yes,
2989,, sqm,145 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,
2990,Kanombe,30/30 m,100 000 000  Rwf,5.0,3.0,,,,Yes,Yes
2991,Kabeza,20/30 m,65 000 000  Rwf,4.0,3.0,,,,,Yes
2992,Remera, sqm,110 000 000  Rwf,4.0,3.0,,,,Yes,
2993,Kimironko, sqm,32 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
2994,Karuruma,700 sqm,19 000 000  Rwf,,2.0,,,,,
2995,Kimironko, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,Yes,
2996,Kibagabaga, sqm,50 000 000  Rwf,,,,,,,
2997,Kabeza, sqm,40 000 000  Rwf,4.0,3.0,,Yes,,,
2998,Muyumbu,25/30 m,35 000 000  Rwf,4.0,2.0,,,,Yes,Yes
2999,Gisozi,1300 sqm,230 000 000  Rwf,6.0,6.0,,,,Yes,Yes
3000,Masaka, sqm,18 000 000  Rwf,4.0,,,,,,
3001,Kanombe,25/25 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3002,Kicukiro, sqm,75 000 000  Rwf,3.0,3.0,Yes,Yes,Yes,Yes,
3003,Kagarama, sqm,50 000 000  Rwf,4.0,3.0,,,,Yes,
3004,Kanombe, sqm,40 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3005,Karumuna,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
3006,Masaka,25/22 m,35 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3007,Kanombe,20/20 m,53 000 000  Rwf,4.0,3.0,,,,,Yes
3008,, sqm,18 000 000  Rwf,4.0,1.0,,,,,Yes
3009,Kicukiro, sqm, 85 000 000 $,4.0,3.0,,Yes,,Yes,Yes
3010,Gacuriro,30/25 m,300 000 000  Rwf,4.0,5.0,,,,Yes,Yes
3011,Kibagabaga,35/30 m,140 000 000  Rwf,6.0,4.0,,,,Yes,Yes
3012,Nyamirambo,386 sqm,20 000 000  Rwf,4.0,1.0,,,,Yes,Yes
3013,Kanombe,25/25 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3014,Kinyinya,20/25 m,35 000 000  Rwf,4.0,2.0,,,,Yes,Yes
3015,Kanombe,20/25 m,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3016,Kicukiro,20/30 m,90 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
3017,Gisozi, sqm,170 000 000  Rwf,,,Yes,Yes,Yes,Yes,Yes
3018,Rebero, sqm,25 000 000  Rwf,,,,,,,Yes
3019,Jali,20/25 m,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3020,Kimironko,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3021,Gasogi, sqm,1 500 000  Rwf,,,,,,,
3022,Gasabo, sqm,32 000 000  Rwf,,2.0,,,,,
3023,Kicukiro, sqm,55 000 000  Rwf,4.0,3.0,,,,,Yes
3024,Kinyinya,750 sqm,25 000 000  Rwf,,,,,,,
3025,Kimironko,30/25 m,52 000 000  Rwf,4.0,3.0,,,,,
3026,Kanombe, sqm,38 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3027,, sqm,45 000 000  Rwf,,1.0,,,,Yes,Yes
3028,, sqm,25 000 000  Rwf,4.0,3.0,,,,Yes,
3029,Kanombe,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3030,Kicukiro,500 sqm,50 000 000  Rwf,4.0,3.0,,,,,
3031,Kicukiro, sqm,45 000 000  Rwf,4.0,3.0,,Yes,,Yes,
3032,Kicukiro,22/18 m,18 000 000  Rwf,3.0,,,,,,
3033,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,,
3034,Kibagabaga,25/35 m,85 000 000  Rwf,4.0,1.0,,,,Yes,Yes
3035,Kagarama,20/30 m,65 000 000  Rwf,4.0,3.0,,,,,
3036,Kimironko,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3037,Kibagabaga,20/30 m,60 000 000  Rwf,3.0,2.0,Yes,,,,Yes
3038,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3039,Kagugu, sqm,120 000 000  Rwf,4.0,3.0,,Yes,,,
3040,Kanombe,25/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3041,Kimihurura, sqm,130 000 000  Rwf,3.0,3.0,,,,Yes,
3042,Kibagabaga,25/30 m,135 000 000  Rwf,5.0,4.0,,,,Yes,Yes
3043,Kibagabaga,25/35 m,100 000 000  Rwf,4.0,1.0,,,,Yes,Yes
3044,Kimironko,30/25 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3045,Kigali_Kabeza, sqm,nan Negotiable,4.0,2.0,,Yes,,Yes,Yes
3046,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3047,Kimironko,20/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3048,Gisozi,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3049,Kanombe,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3050,Kibagabaga, sqm,130 000 000  Rwf,5.0,2.0,,,,Yes,
3051,,30/20 m,65 000 000  Rwf,4.0,3.0,,,,,
3052,Kanombe, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
3053,Remera, sqm,83 000 000  Rwf,4.0,,Yes,,Yes,,
3054,Gahanga, sqm,25 000 000  Rwf,4.0,3.0,,Yes,,,
3055,Gacuriro, sqm,140 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3056,Kicukiro, sqm,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3057,Kibagabaga,25/30 m,115 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3058,Kiyovu, sqm,600 000 000  Rwf,,5.0,Yes,,,Yes,
3059,Kanombe,20/30 m,47 000 000  Rwf,4.0,3.0,,,,,
3060,Rdb,1444 sqm,140 000 000  Rwf,5.0,4.0,,,,Yes,Yes
3061,,25/25 m,39 000 000  Rwf,4.0,2.0,,,,Yes,Yes
3062,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3063,, sqm,45 000 000  Rwf,4.0,3.0,,,,,Yes
3064,Kibagabaga,20/30 m,650 000 000  Rwf,4.0,3.0,,,,,
3065,Nyarutarama, sqm,200 000 000  Rwf,4.0,4.0,Yes,,Yes,Yes,Yes
3066,Rugende,945 sqm,28 500 000  Rwf,5.0,3.0,,,,,
3067,Gacuriro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3068,Mulindi, sqm,nan Negotiable,4.0,3.0,,,,,
3069,Kimironko,20/30 m,75 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
3070,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3071,, sqm,29 000 000  Rwf,4.0,,,,,,
3072,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3073,Kicukiro, sqm,65 000 000  Rwf,4.0,3.0,,Yes,,Yes,
3074,Kimironko, sqm,55 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3075,Remera,25/20 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3076,,500 sqm,47 000 000  Rwf,4.0,3.0,,,,Yes,
3077,Kanombe, sqm,54 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3078,, sqm,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3079,Kibagabaga, sqm,300 000 000  Rwf,7.0,1.0,,Yes,,,
3080,Kibagabaga, sqm,150 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
3081,Kagarama,30/35 m,230 000 000  Rwf,7.0,6.0,,,,Yes,Yes
3082,Kimironko,25/30 m,55 000 000  Rwf,4.0,3.0,,,,,
3083,Kanombe,28/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3084,Remera, sqm,42 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3085,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3086,Gacuriro,30/20 m,150 000 000  Rwf,4.0,3.0,,,,,
3087,Gahanga,20 sqm,48 000 000  Rwf,5.0,4.0,,,,,
3088,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3089,Kagarama, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
3090,Kibagabaga, sqm,87 000 000  Rwf,4.0,3.0,,,Yes,Yes,
3091,,25 sqm,26 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3092,Kibagabaga, sqm,350 000  Rwf,3.0,3.0,,,,,
3093,Kanombe, sqm,57 000 000  Rwf,4.0,3.0,,Yes,,,
3094,Nyamata, sqm,29 000 000  Rwf,4.0,3.0,,,Yes,,Yes
3095,Kicukiro,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3096,Kibagabaga, sqm,120 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3097,Kimironko,20/30 m,50 000 000  Rwf,4.0,3.0,,,,,
3098,Kanombe,20/30 m,10 000 000  Rwf,4.0,0.0,,,,Yes,Yes
3099,,25/25 m,39 000 000  Rwf,4.0,2.0,,,,Yes,Yes
3100,Kibagabaga,25/20 m,220 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3101,Gisozi,25/20 m,20 000 000  Rwf,4.0,1.0,,,,Yes,Yes
3102,, sqm,20 000 000  Rwf,4.0,3.0,,,,,
3103,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3104,Kibagabaga,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3105,Kibagabaga, sqm,105 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3106,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3107,Kibagabaga,25/20 m,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3108,Kibagabaga,25/35 m,65 000 000  Rwf,4.0,1.0,,,,Yes,Yes
3109,,20/30 m,160 000 000  Rwf,4.0,4.0,,,,Yes,
3110,Kanombe,30/25 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3111,Nyamata, sqm,650 000 000  Rwf,3.0,3.0,,,Yes,Yes,
3112,Kabeza,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3113,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3114,Kabeza, sqm,45 000 000  Rwf,4.0,3.0,,,,,Yes
3115,Kanombe,20/20 m,53 000 000  Rwf,4.0,3.0,,,,,Yes
3116,Nyamata,20/30 m,22 000 000  Rwf,4.0,2.0,,,,,
3117,Kanombe,20/30 m,55 000 000  Rwf,4.0,3.0,,,,,Yes
3118,Kibagabaga, sqm,125 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3119,Rebero,25/30 m,120 000 000  Rwf,,3.0,,,,,
3120,Kanombe,25/20 m,55 000 000  Rwf,,4.0,,,,Yes,Yes
3121,Kicukiro,20/30 m,58 000 000  Rwf,5.0,,,,,Yes,
3122,,500 sqm,60 000 000  Rwf,5.0,4.0,,,Yes,,Yes
3123,Kinyinya,20/20 m,25 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
3124,Gacuriro, sqm,250 000 000  Rwf,4.0,3.0,,Yes,,,
3125,Gacuriro,20/30 m,250 000 000  Rwf,6.0,8.0,,,,,
3126,,25/30 m,43 000 000  Rwf,4.0,,,,,,
3127,,36/38 m,18 000 000  Rwf,,,,,,,
3128,Kibagabaga,20/25 m,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3129,Kanombe,25/30 m,58 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3130,Kimironko, sqm,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3131,Kanombe,20/25 m,52 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3132,Gacuriro,20/30 m,250 000 000  Rwf,8.0,6.0,,,,,
3133,Kanombe,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3134,Kanombe,20/20 m,65 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
3135,Akagera, sqm,40 000 000  Rwf,4.0,2.0,Yes,,Yes,Yes,Yes
3136,Kimironko,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3137,Kicukiro,25/30 m,50 000 000  Rwf,,1.0,,,,Yes,Yes
3138,Kanombe,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3139,Kanombe, sqm,40 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3140,, sqm,110 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3141,Remera, sqm,160 000 000  Rwf,5.0,4.0,,Yes,,,
3142,Nyarutarama,30/35 m,450 000 000  Rwf,6.0,5.0,Yes,,,Yes,Yes
3143,,30/30 m,60 000 000  Rwf,6.0,2.0,,,,Yes,Yes
